Filename,Depth,TripCount,Total,FP,BR,Mem,Uses,Defs
s13_4096_sub_5.c,1,268665857,66,0,3,33,73,60
s13_512_add_0.c,1,270532737,66,0,3,33,73,60
s13_512_add_1.c,1,270532737,66,0,3,33,73,60
s13_512_add_2.c,1,270532737,66,0,3,33,73,60
s13_512_add_3.c,1,270532737,66,0,3,33,73,60
s13_512_add_4.c,1,270532737,66,0,3,33,73,60
s13_512_add_5.c,1,270532737,66,0,3,33,73,60
s13_512_mul_0.c,1,270532737,66,0,3,33,73,60
s13_512_mul_1.c,1,270532737,66,0,3,33,73,60
s13_512_mul_2.c,1,270532737,66,0,3,33,73,60
s13_512_mul_3.c,1,270532737,66,0,3,33,73,60
s13_512_mul_4.c,1,270532737,66,0,3,33,73,60
s13_512_mul_5.c,1,270532737,66,0,3,33,73,60
s13_512_sub_0.c,1,270532737,66,0,3,33,73,60
s13_512_sub_1.c,1,270532737,66,0,3,33,73,60
s13_512_sub_2.c,1,270532737,66,0,3,33,73,60
s13_512_sub_3.c,1,270532737,66,0,3,33,73,60
s13_512_sub_4.c,1,270532737,66,0,3,33,73,60
s1_1024_add_0.c,1,1074660353,21,0,3,12,27,16
s1_1024_add_1.c,1,1074660353,21,0,3,12,27,16
s1_1024_add_2.c,1,1074660353,21,0,3,12,27,16
s1_1024_add_3.c,1,1074660353,21,0,3,12,27,16
s1_1024_add_4.c,1,1074660353,21,0,3,12,27,16
s1_1024_add_5.c,1,1074660353,21,0,3,12,27,16
s1_1024_mul_0.c,1,1074660353,21,0,3,12,27,16
s1_1024_mul_1.c,1,1074660353,21,0,3,12,27,16
s1_1024_mul_2.c,1,1074660353,21,0,3,12,27,16
s1_1024_mul_3.c,1,1074660353,21,0,3,12,27,16
s1_1024_mul_4.c,1,1074660353,21,0,3,12,27,16
s1_1024_mul_5.c,1,1074660353,21,0,3,12,27,16
s1_1024_sub_0.c,1,1074660353,21,0,3,12,27,16
s1_1024_sub_1.c,1,1074660353,21,0,3,12,27,16
s1_1024_sub_2.c,1,1074660353,21,0,3,12,27,16
s1_1024_sub_3.c,1,1074660353,21,0,3,12,27,16
s1_1024_sub_4.c,1,1074660353,21,0,3,12,27,16
s1_1024_sub_5.c,1,1074660353,21,0,3,12,27,16
s1_128_add_0.c,1,1082130561,21,0,3,12,27,16
s1_128_add_1.c,1,1082130561,21,0,3,12,27,16
s1_128_add_2.c,1,1082130561,21,0,3,12,27,16
s1_128_add_3.c,1,1082130561,21,0,3,12,27,16
s1_128_add_4.c,1,1082130561,21,0,3,12,27,16
s1_128_add_5.c,1,1082130561,21,0,3,12,27,16
s1_128_mul_0.c,1,1082130561,21,0,3,12,27,16
s1_128_mul_1.c,1,1082130561,21,0,3,12,27,16
s1_128_mul_2.c,1,1082130561,21,0,3,12,27,16
s1_128_mul_3.c,1,1082130561,21,0,3,12,27,16
s1_128_mul_4.c,1,1082130561,21,0,3,12,27,16
s1_128_mul_5.c,1,1082130561,21,0,3,12,27,16
s1_128_sub_0.c,1,1082130561,21,0,3,12,27,16
s1_128_sub_1.c,1,1082130561,21,0,3,12,27,16
s1_128_sub_2.c,1,1082130561,21,0,3,12,27,16
s1_128_sub_3.c,1,1082130561,21,0,3,12,27,16
s1_128_sub_4.c,1,1082130561,21,0,3,12,27,16
s1_128_sub_5.c,1,1082130561,21,0,3,12,27,16
s1_16384_add_0.c,1,1073823745,21,0,3,12,27,16
s1_16384_add_1.c,1,1073823745,21,0,3,12,27,16
s1_16384_add_2.c,1,1073823745,21,0,3,12,27,16
s1_16384_add_3.c,1,1073823745,21,0,3,12,27,16
s1_16384_add_4.c,1,1073823745,21,0,3,12,27,16
s1_16384_add_5.c,1,1073823745,21,0,3,12,27,16
s1_16384_mul_0.c,1,1073823745,21,0,3,12,27,16
s1_16384_mul_1.c,1,1073823745,21,0,3,12,27,16
s1_16384_mul_2.c,1,1073823745,21,0,3,12,27,16
s1_16384_mul_3.c,1,1073823745,21,0,3,12,27,16
s1_16384_mul_4.c,1,1073823745,21,0,3,12,27,16
s1_16384_mul_5.c,1,1073823745,21,0,3,12,27,16
s1_16384_sub_0.c,1,1073823745,21,0,3,12,27,16
s1_16384_sub_1.c,1,1073823745,21,0,3,12,27,16
s1_16384_sub_2.c,1,1073823745,21,0,3,12,27,16
s1_16384_sub_3.c,1,1073823745,21,0,3,12,27,16
s1_16384_sub_4.c,1,1073823745,21,0,3,12,27,16
s1_16384_sub_5.c,1,1073823745,21,0,3,12,27,16
s1_2048_add_0.c,1,1074268161,21,0,3,12,27,16
s1_2048_add_1.c,1,1074268161,21,0,3,12,27,16
s1_2048_add_2.c,1,1074268161,21,0,3,12,27,16
s1_2048_add_3.c,1,1074268161,21,0,3,12,27,16
s1_2048_add_4.c,1,1074268161,21,0,3,12,27,16
s1_2048_add_5.c,1,1074268161,21,0,3,12,27,16
s1_2048_mul_0.c,1,1074268161,21,0,3,12,27,16
s1_2048_mul_1.c,1,1074268161,21,0,3,12,27,16
s1_2048_mul_2.c,1,1074268161,21,0,3,12,27,16
s1_2048_mul_3.c,1,1074268161,21,0,3,12,27,16
s1_2048_mul_4.c,1,1074268161,21,0,3,12,27,16
s1_2048_mul_5.c,1,1074268161,21,0,3,12,27,16
s1_2048_sub_0.c,1,1074268161,21,0,3,12,27,16
s1_2048_sub_1.c,1,1074268161,21,0,3,12,27,16
s1_2048_sub_2.c,1,1074268161,21,0,3,12,27,16
s1_2048_sub_3.c,1,1074268161,21,0,3,12,27,16
s1_2048_sub_4.c,1,1074268161,21,0,3,12,27,16
s1_2048_sub_5.c,1,1074268161,21,0,3,12,27,16
s1_256_add_0.c,1,1077412097,21,0,3,12,27,16
s1_256_add_1.c,1,1077412097,21,0,3,12,27,16
s1_256_add_2.c,1,1077412097,21,0,3,12,27,16
s1_256_add_3.c,1,1077412097,21,0,3,12,27,16
s1_256_add_4.c,1,1077412097,21,0,3,12,27,16
s1_256_add_5.c,1,1077412097,21,0,3,12,27,16
s1_256_mul_0.c,1,1077412097,21,0,3,12,27,16
s1_256_mul_1.c,1,1077412097,21,0,3,12,27,16
s1_256_mul_2.c,1,1077412097,21,0,3,12,27,16
s1_256_mul_3.c,1,1077412097,21,0,3,12,27,16
s1_256_mul_4.c,1,1077412097,21,0,3,12,27,16
s1_256_mul_5.c,1,1077412097,21,0,3,12,27,16
s1_256_sub_0.c,1,1077412097,21,0,3,12,27,16
s1_256_sub_1.c,1,1077412097,21,0,3,12,27,16
s1_256_sub_2.c,1,1077412097,21,0,3,12,27,16
s1_256_sub_3.c,1,1077412097,21,0,3,12,27,16
s1_256_sub_4.c,1,1077412097,21,0,3,12,27,16
s1_256_sub_5.c,1,1077412097,21,0,3,12,27,16
s13_512_sub_5.c,1,270532737,66,0,3,33,73,60
s13_64_add_0.c,1,285212694,66,0,3,33,73,60
s13_64_add_1.c,1,285212694,66,0,3,33,73,60
s13_64_add_2.c,1,285212694,66,0,3,33,73,60
s13_64_add_3.c,1,285212694,66,0,3,33,73,60
s13_64_add_4.c,1,285212694,66,0,3,33,73,60
s13_64_add_5.c,1,285212694,66,0,3,33,73,60
s13_64_mul_0.c,1,285212694,66,0,3,33,73,60
s13_64_mul_1.c,1,285212694,66,0,3,33,73,60
s13_64_mul_2.c,1,285212694,66,0,3,33,73,60
s13_64_mul_3.c,1,285212694,66,0,3,33,73,60
s13_64_mul_4.c,1,285212694,66,0,3,33,73,60
s13_64_mul_5.c,1,285212694,66,0,3,33,73,60
s13_64_sub_0.c,1,285212694,66,0,3,33,73,60
s13_64_sub_1.c,1,285212694,66,0,3,33,73,60
s13_64_sub_2.c,1,285212694,66,0,3,33,73,60
s13_64_sub_3.c,1,285212694,66,0,3,33,73,60
s13_64_sub_4.c,1,285212694,66,0,3,33,73,60
s13_64_sub_5.c,1,285212694,66,0,3,33,73,60
s13_8192_add_0.c,1,268568577,66,0,3,33,73,60
s13_8192_add_1.c,1,268568577,66,0,3,33,73,60
s13_8192_add_2.c,1,268568577,66,0,3,33,73,60
s13_8192_add_3.c,1,268568577,66,0,3,33,73,60
s13_8192_add_4.c,1,268568577,66,0,3,33,73,60
s13_8192_add_5.c,1,268568577,66,0,3,33,73,60
s13_8192_mul_0.c,1,268568577,66,0,3,33,73,60
s13_8192_mul_1.c,1,268568577,66,0,3,33,73,60
s13_8192_mul_2.c,1,268568577,66,0,3,33,73,60
s13_8192_mul_3.c,1,268568577,66,0,3,33,73,60
s13_8192_mul_4.c,1,268568577,66,0,3,33,73,60
s13_8192_mul_5.c,1,268568577,66,0,3,33,73,60
s13_8192_sub_0.c,1,268568577,66,0,3,33,73,60
s13_8192_sub_1.c,1,268568577,66,0,3,33,73,60
s13_8192_sub_2.c,1,268568577,66,0,3,33,73,60
s13_8192_sub_3.c,1,268568577,66,0,3,33,73,60
s13_8192_sub_4.c,1,268568577,66,0,3,33,73,60
s13_8192_sub_5.c,1,268568577,66,0,3,33,73,60
s15_1024_1024_add_0.c,2,2099969,45,0,7,27,51,32
s15_1024_1024_add_1.c,2,2099969,45,0,7,27,51,32
s15_1024_1024_add_2.c,2,2099969,45,0,7,27,51,32
s15_1024_1024_add_3.c,2,2099969,45,0,7,27,51,32
s15_1024_1024_add_4.c,2,2099969,45,0,7,27,51,32
s15_1024_1024_mul_0.c,2,2099969,45,0,7,27,51,32
s15_1024_1024_mul_1.c,2,2099969,45,0,7,27,51,32
s15_1024_1024_mul_2.c,2,2099969,45,0,7,27,51,32
s15_1024_1024_mul_3.c,2,2099969,45,0,7,27,51,32
s15_1024_1024_mul_4.c,2,2099969,45,0,7,27,51,32
s15_1024_1024_sub_0.c,2,2099969,45,0,7,27,51,32
s15_1024_1024_sub_1.c,2,2099969,45,0,7,27,51,32
s15_1024_1024_sub_2.c,2,2099969,45,0,7,27,51,32
s15_1024_1024_sub_3.c,2,2099969,45,0,7,27,51,32
s15_1024_1024_sub_4.c,2,2099969,45,0,7,27,51,32
s15_1024_128_add_0.c,2,16792577,45,0,7,27,52,32
s15_1024_128_add_1.c,2,16792577,45,0,7,27,52,32
s15_1024_128_add_2.c,2,16792577,45,0,7,27,52,32
s15_1024_128_add_3.c,2,16792577,45,0,7,27,52,32
s15_1024_128_add_4.c,2,16792577,45,0,7,27,52,32
s15_1024_128_mul_0.c,2,16792577,45,0,7,27,52,32
s15_1024_128_mul_1.c,2,16792577,45,0,7,27,52,32
s15_1024_128_mul_2.c,2,16792577,45,0,7,27,52,32
s15_1024_128_mul_3.c,2,16792577,45,0,7,27,52,32
s15_1024_128_mul_4.c,2,16792577,45,0,7,27,52,32
s15_1024_128_sub_0.c,2,16792577,45,0,7,27,52,32
s15_1024_128_sub_1.c,2,16792577,45,0,7,27,52,32
s15_1024_128_sub_2.c,2,16792577,45,0,7,27,52,32
s15_1024_128_sub_3.c,2,16792577,45,0,7,27,52,32
s15_1024_128_sub_4.c,2,16792577,45,0,7,27,52,32
s15_1024_16384_add_0.c,2,132209,45,0,7,27,52,32
s15_1024_16384_add_1.c,2,132209,45,0,7,27,52,32
s15_1024_16384_add_2.c,2,132209,45,0,7,27,52,32
s15_1024_16384_add_3.c,2,132209,45,0,7,27,52,32
s15_1024_16384_add_4.c,2,132209,45,0,7,27,52,32
s15_1024_16384_mul_0.c,2,132209,45,0,7,27,52,32
s15_1024_16384_mul_1.c,2,132209,45,0,7,27,52,32
s15_1024_16384_mul_2.c,2,132209,45,0,7,27,52,32
s15_1024_16384_mul_3.c,2,132209,45,0,7,27,52,32
s15_1024_16384_mul_4.c,2,132209,45,0,7,27,52,32
s15_1024_16384_sub_0.c,2,132209,45,0,7,27,52,32
s15_1024_16384_sub_1.c,2,132209,45,0,7,27,52,32
s15_1024_16384_sub_2.c,2,132209,45,0,7,27,52,32
s15_1024_16384_sub_3.c,2,132209,45,0,7,27,52,32
s15_1024_16384_sub_4.c,2,132209,45,0,7,27,52,32
s15_1024_2048_add_0.c,2,1050497,45,0,7,27,52,32
s15_1024_2048_add_1.c,2,1050497,45,0,7,27,52,32
s15_1024_2048_add_2.c,2,1050497,45,0,7,27,52,32
s15_1024_2048_add_3.c,2,1050497,45,0,7,27,52,32
s15_1024_2048_add_4.c,2,1050497,45,0,7,27,52,32
s15_1024_2048_mul_0.c,2,1050497,45,0,7,27,52,32
s15_1024_2048_mul_1.c,2,1050497,45,0,7,27,52,32
s15_1024_2048_mul_2.c,2,1050497,45,0,7,27,52,32
s15_1024_2048_mul_3.c,2,1050497,45,0,7,27,52,32
s15_1024_2048_mul_4.c,2,1050497,45,0,7,27,52,32
s15_1024_2048_sub_0.c,2,1050497,45,0,7,27,52,32
s15_1024_2048_sub_1.c,2,1050497,45,0,7,27,52,32
s15_1024_2048_sub_2.c,2,1050497,45,0,7,27,52,32
s15_1024_2048_sub_3.c,2,1050497,45,0,7,27,52,32
s15_1024_2048_sub_4.c,2,1050497,45,0,7,27,52,32
s15_1024_256_add_0.c,2,8396801,45,0,7,27,52,32
s15_1024_256_add_1.c,2,8396801,45,0,7,27,52,32
s15_1024_256_add_2.c,2,8396801,45,0,7,27,52,32
s15_1024_256_add_3.c,2,8396801,45,0,7,27,52,32
s15_1024_256_add_4.c,2,8396801,45,0,7,27,52,32
s15_1024_256_mul_0.c,2,8396801,45,0,7,27,52,32
s15_1024_256_mul_1.c,2,8396801,45,0,7,27,52,32
s15_1024_256_mul_2.c,2,8396801,45,0,7,27,52,32
s15_1024_256_mul_3.c,2,8396801,45,0,7,27,52,32
s15_1024_256_mul_4.c,2,8396801,45,0,7,27,52,32
s15_1024_256_sub_0.c,2,8396801,45,0,7,27,52,32
s15_1024_256_sub_1.c,2,8396801,45,0,7,27,52,32
s15_1024_256_sub_2.c,2,8396801,45,0,7,27,52,32
s15_1024_256_sub_3.c,2,8396801,45,0,7,27,52,32
s15_1024_256_sub_4.c,2,8396801,45,0,7,27,52,32
s15_1024_4096_add_0.c,2,525761,45,0,7,27,52,32
s15_1024_4096_add_1.c,2,525761,45,0,7,27,52,32
s15_1024_4096_add_2.c,2,525761,45,0,7,27,52,32
s15_1024_4096_add_3.c,2,525761,45,0,7,27,52,32
s15_1024_4096_add_4.c,2,525761,45,0,7,27,52,32
s15_1024_4096_mul_0.c,2,525761,45,0,7,27,52,32
s15_1024_4096_mul_1.c,2,525761,45,0,7,27,52,32
s15_1024_4096_mul_2.c,2,525761,45,0,7,27,52,32
s15_1024_4096_mul_3.c,2,525761,45,0,7,27,52,32
s15_1024_4096_mul_4.c,2,525761,45,0,7,27,52,32
s15_1024_4096_sub_0.c,2,525761,45,0,7,27,52,32
s15_1024_4096_sub_1.c,2,525761,45,0,7,27,52,32
s15_1024_4096_sub_2.c,2,525761,45,0,7,27,52,32
s15_1024_4096_sub_3.c,2,525761,45,0,7,27,52,32
s15_1024_4096_sub_4.c,2,525761,45,0,7,27,52,32
s15_1024_512_add_0.c,2,4198913,45,0,7,27,52,32
s15_1024_512_add_1.c,2,4198913,45,0,7,27,52,32
s15_1024_512_add_2.c,2,4198913,45,0,7,27,52,32
s15_1024_512_add_3.c,2,4198913,45,0,7,27,52,32
s15_1024_512_add_4.c,2,4198913,45,0,7,27,52,32
s15_1024_512_mul_0.c,2,4198913,45,0,7,27,52,32
s15_1024_512_mul_1.c,2,4198913,45,0,7,27,52,32
s15_1024_512_mul_2.c,2,4198913,45,0,7,27,52,32
s15_1024_512_mul_3.c,2,4198913,45,0,7,27,52,32
s15_1024_512_mul_4.c,2,4198913,45,0,7,27,52,32
s15_1024_512_sub_0.c,2,4198913,45,0,7,27,52,32
s15_1024_512_sub_1.c,2,4198913,45,0,7,27,52,32
s15_1024_512_sub_2.c,2,4198913,45,0,7,27,52,32
s15_1024_512_sub_3.c,2,4198913,45,0,7,27,52,32
s15_1024_512_sub_4.c,2,4198913,45,0,7,27,52,32
s15_1024_64_add_0.c,2,33584129,45,0,7,27,52,32
s15_1024_64_add_1.c,2,33584129,45,0,7,27,52,32
s15_1024_64_add_2.c,2,33584129,45,0,7,27,52,32
s15_1024_64_add_3.c,2,33584129,45,0,7,27,52,32
s15_1024_64_add_4.c,2,33584129,45,0,7,27,52,32
s15_1024_64_mul_0.c,2,33584129,45,0,7,27,52,32
s15_1024_64_mul_1.c,2,33584129,45,0,7,27,52,32
s15_1024_64_mul_2.c,2,33584129,45,0,7,27,52,32
s15_1024_64_mul_3.c,2,33584129,45,0,7,27,52,32
s15_1024_64_mul_4.c,2,33584129,45,0,7,27,52,32
s15_1024_64_sub_0.c,2,33584129,45,0,7,27,52,32
s15_1024_64_sub_1.c,2,33584129,45,0,7,27,52,32
s15_1024_64_sub_2.c,2,33584129,45,0,7,27,52,32
s15_1024_64_sub_3.c,2,33584129,45,0,7,27,52,32
s15_1024_64_sub_4.c,2,33584129,45,0,7,27,52,32
s15_1024_8192_add_0.c,2,263393,45,0,7,27,52,32
s15_1024_8192_add_1.c,2,263393,45,0,7,27,52,32
s15_1024_8192_add_2.c,2,263393,45,0,7,27,52,32
s15_1024_8192_add_3.c,2,263393,45,0,7,27,52,32
s15_1024_8192_add_4.c,2,263393,45,0,7,27,52,32
s15_1024_8192_mul_0.c,2,263393,45,0,7,27,52,32
s15_1024_8192_mul_1.c,2,263393,45,0,7,27,52,32
s15_1024_8192_mul_2.c,2,263393,45,0,7,27,52,32
s15_1024_8192_mul_3.c,2,263393,45,0,7,27,52,32
s15_1024_8192_mul_4.c,2,263393,45,0,7,27,52,32
s15_1024_8192_sub_0.c,2,263393,45,0,7,27,52,32
s15_1024_8192_sub_1.c,2,263393,45,0,7,27,52,32
s15_1024_8192_sub_2.c,2,263393,45,0,7,27,52,32
s15_1024_8192_sub_3.c,2,263393,45,0,7,27,52,32
s15_1024_8192_sub_4.c,2,263393,45,0,7,27,52,32
s15_128_1024_add_0.c,2,2113665,45,0,7,27,52,32
s15_128_1024_add_1.c,2,2113665,45,0,7,27,52,32
s15_128_1024_add_2.c,2,2113665,45,0,7,27,52,32
s15_128_1024_add_3.c,2,2113665,45,0,7,27,52,32
s15_128_1024_add_4.c,2,2113665,45,0,7,27,52,32
s15_128_1024_mul_0.c,2,2113665,45,0,7,27,52,32
s15_128_1024_mul_1.c,2,2113665,45,0,7,27,52,32
s15_128_1024_mul_2.c,2,2113665,45,0,7,27,52,32
s15_128_1024_mul_3.c,2,2113665,45,0,7,27,52,32
s15_128_1024_mul_4.c,2,2113665,45,0,7,27,52,32
s15_128_1024_sub_0.c,2,2113665,45,0,7,27,52,32
s15_128_1024_sub_1.c,2,2113665,45,0,7,27,52,32
s15_128_1024_sub_2.c,2,2113665,45,0,7,27,52,32
s15_128_1024_sub_3.c,2,2113665,45,0,7,27,52,32
s15_128_1024_sub_4.c,2,2113665,45,0,7,27,52,32
s15_128_128_add_0.c,2,16908417,45,0,7,27,51,32
s15_128_128_add_1.c,2,16908417,45,0,7,27,51,32
s15_128_128_add_2.c,2,16908417,45,0,7,27,51,32
s15_128_128_add_3.c,2,16908417,45,0,7,27,51,32
s15_128_128_add_4.c,2,16908417,45,0,7,27,51,32
s15_128_128_mul_0.c,2,16908417,45,0,7,27,51,32
s15_128_128_mul_1.c,2,16908417,45,0,7,27,51,32
s15_128_128_mul_2.c,2,16908417,45,0,7,27,51,32
s15_128_128_mul_3.c,2,16908417,45,0,7,27,51,32
s15_128_128_mul_4.c,2,16908417,45,0,7,27,51,32
s15_128_128_sub_0.c,2,16908417,45,0,7,27,51,32
s15_128_128_sub_1.c,2,16908417,45,0,7,27,51,32
s15_128_128_sub_2.c,2,16908417,45,0,7,27,51,32
s15_128_128_sub_3.c,2,16908417,45,0,7,27,51,32
s15_128_128_sub_4.c,2,16908417,45,0,7,27,51,32
s15_128_16384_add_0.c,2,132225,45,0,7,27,52,32
s15_128_16384_add_1.c,2,132225,45,0,7,27,52,32
s15_128_16384_add_2.c,2,132225,45,0,7,27,52,32
s15_128_16384_add_3.c,2,132225,45,0,7,27,52,32
s15_128_16384_add_4.c,2,132225,45,0,7,27,52,32
s15_128_16384_mul_0.c,2,132225,45,0,7,27,52,32
s15_128_16384_mul_1.c,2,132225,45,0,7,27,52,32
s15_128_16384_mul_2.c,2,132225,45,0,7,27,52,32
s15_128_16384_mul_3.c,2,132225,45,0,7,27,52,32
s15_128_16384_mul_4.c,2,132225,45,0,7,27,52,32
s15_128_16384_sub_0.c,2,132225,45,0,7,27,52,32
s15_128_16384_sub_1.c,2,132225,45,0,7,27,52,32
s15_128_16384_sub_2.c,2,132225,45,0,7,27,52,32
s15_128_16384_sub_3.c,2,132225,45,0,7,27,52,32
s15_128_16384_sub_4.c,2,132225,45,0,7,27,52,32
s15_128_2048_add_0.c,2,1056897,45,0,7,27,52,32
s15_128_2048_add_1.c,2,1056897,45,0,7,27,52,32
s15_128_2048_add_2.c,2,1056897,45,0,7,27,52,32
s15_128_2048_add_3.c,2,1056897,45,0,7,27,52,32
s15_128_2048_add_4.c,2,1056897,45,0,7,27,52,32
s15_128_2048_mul_0.c,2,1056897,45,0,7,27,52,32
s15_128_2048_mul_1.c,2,1056897,45,0,7,27,52,32
s15_128_2048_mul_2.c,2,1056897,45,0,7,27,52,32
s15_128_2048_mul_3.c,2,1056897,45,0,7,27,52,32
s15_128_2048_mul_4.c,2,1056897,45,0,7,27,52,32
s15_128_2048_sub_0.c,2,1056897,45,0,7,27,52,32
s15_128_2048_sub_1.c,2,1056897,45,0,7,27,52,32
s15_128_2048_sub_2.c,2,1056897,45,0,7,27,52,32
s15_128_2048_sub_3.c,2,1056897,45,0,7,27,52,32
s15_128_2048_sub_4.c,2,1056897,45,0,7,27,52,32
s15_128_256_add_0.c,2,8454273,45,0,7,27,52,32
s15_128_256_add_1.c,2,8454273,45,0,7,27,52,32
s15_128_256_add_2.c,2,8454273,45,0,7,27,52,32
s15_128_256_add_3.c,2,8454273,45,0,7,27,52,32
s15_128_256_add_4.c,2,8454273,45,0,7,27,52,32
s15_128_256_mul_0.c,2,8454273,45,0,7,27,52,32
s15_128_256_mul_1.c,2,8454273,45,0,7,27,52,32
s15_128_256_mul_2.c,2,8454273,45,0,7,27,52,32
s15_128_256_mul_3.c,2,8454273,45,0,7,27,52,32
s15_128_256_mul_4.c,2,8454273,45,0,7,27,52,32
s15_128_256_sub_0.c,2,8454273,45,0,7,27,52,32
s15_128_256_sub_1.c,2,8454273,45,0,7,27,52,32
s15_128_256_sub_2.c,2,8454273,45,0,7,27,52,32
s15_128_256_sub_3.c,2,8454273,45,0,7,27,52,32
s15_128_256_sub_4.c,2,8454273,45,0,7,27,52,32
s15_128_4096_add_0.c,2,528513,45,0,7,27,52,32
s15_128_4096_add_1.c,2,528513,45,0,7,27,52,32
s15_128_4096_add_2.c,2,528513,45,0,7,27,52,32
s15_128_4096_add_3.c,2,528513,45,0,7,27,52,32
s15_128_4096_add_4.c,2,528513,45,0,7,27,52,32
s15_128_4096_mul_0.c,2,528513,45,0,7,27,52,32
s15_128_4096_mul_1.c,2,528513,45,0,7,27,52,32
s15_128_4096_mul_2.c,2,528513,45,0,7,27,52,32
s15_128_4096_mul_3.c,2,528513,45,0,7,27,52,32
s15_128_4096_mul_4.c,2,528513,45,0,7,27,52,32
s15_128_4096_sub_0.c,2,528513,45,0,7,27,52,32
s15_128_4096_sub_1.c,2,528513,45,0,7,27,52,32
s15_128_4096_sub_2.c,2,528513,45,0,7,27,52,32
s15_128_4096_sub_3.c,2,528513,45,0,7,27,52,32
s15_128_4096_sub_4.c,2,528513,45,0,7,27,52,32
s15_128_512_add_0.c,2,4227201,45,0,7,27,52,32
s15_128_512_add_1.c,2,4227201,45,0,7,27,52,32
s15_128_512_add_2.c,2,4227201,45,0,7,27,52,32
s15_128_512_add_3.c,2,4227201,45,0,7,27,52,32
s15_128_512_add_4.c,2,4227201,45,0,7,27,52,32
s15_128_512_mul_0.c,2,4227201,45,0,7,27,52,32
s15_128_512_mul_1.c,2,4227201,45,0,7,27,52,32
s15_128_512_mul_2.c,2,4227201,45,0,7,27,52,32
s15_128_512_mul_3.c,2,4227201,45,0,7,27,52,32
s15_128_512_mul_4.c,2,4227201,45,0,7,27,52,32
s15_128_512_sub_0.c,2,4227201,45,0,7,27,52,32
s15_128_512_sub_1.c,2,4227201,45,0,7,27,52,32
s15_128_512_sub_2.c,2,4227201,45,0,7,27,52,32
s15_128_512_sub_3.c,2,4227201,45,0,7,27,52,32
s15_128_512_sub_4.c,2,4227201,45,0,7,27,52,32
s15_128_64_add_0.c,2,33816705,45,0,7,27,52,32
s15_128_64_add_1.c,2,33816705,45,0,7,27,52,32
s15_128_64_add_2.c,2,33816705,45,0,7,27,52,32
s15_128_64_add_3.c,2,33816705,45,0,7,27,52,32
s15_128_64_add_4.c,2,33816705,45,0,7,27,52,32
s15_128_64_mul_0.c,2,33816705,45,0,7,27,52,32
s15_128_64_mul_1.c,2,33816705,45,0,7,27,52,32
s15_128_64_mul_2.c,2,33816705,45,0,7,27,52,32
s15_128_64_mul_3.c,2,33816705,45,0,7,27,52,32
s15_128_64_mul_4.c,2,33816705,45,0,7,27,52,32
s15_128_64_sub_0.c,2,33816705,45,0,7,27,52,32
s15_128_64_sub_1.c,2,33816705,45,0,7,27,52,32
s15_128_64_sub_2.c,2,33816705,45,0,7,27,52,32
s15_128_64_sub_3.c,2,33816705,45,0,7,27,52,32
s15_128_64_sub_4.c,2,33816705,45,0,7,27,52,32
s15_128_8192_add_0.c,2,264321,45,0,7,27,52,32
s15_128_8192_add_1.c,2,264321,45,0,7,27,52,32
s15_128_8192_add_2.c,2,264321,45,0,7,27,52,32
s15_128_8192_add_3.c,2,264321,45,0,7,27,52,32
s15_128_8192_add_4.c,2,264321,45,0,7,27,52,32
s15_128_8192_mul_0.c,2,264321,45,0,7,27,52,32
s15_128_8192_mul_1.c,2,264321,45,0,7,27,52,32
s15_128_8192_mul_2.c,2,264321,45,0,7,27,52,32
s15_128_8192_mul_3.c,2,264321,45,0,7,27,52,32
s15_128_8192_mul_4.c,2,264321,45,0,7,27,52,32
s15_128_8192_sub_0.c,2,264321,45,0,7,27,52,32
s15_128_8192_sub_1.c,2,264321,45,0,7,27,52,32
s15_128_8192_sub_2.c,2,264321,45,0,7,27,52,32
s15_128_8192_sub_3.c,2,264321,45,0,7,27,52,32
s15_128_8192_sub_4.c,2,264321,45,0,7,27,52,32
s15_16384_1024_add_0.c,2,2113665,45,0,7,27,52,32
s15_16384_1024_add_1.c,2,2113665,45,0,7,27,52,32
s15_16384_1024_add_2.c,2,2113665,45,0,7,27,52,32
s15_16384_1024_add_3.c,2,2113665,45,0,7,27,52,32
s15_16384_1024_add_4.c,2,2113665,45,0,7,27,52,32
s15_16384_1024_mul_0.c,2,2113665,45,0,7,27,52,32
s15_16384_1024_mul_1.c,2,2113665,45,0,7,27,52,32
s15_16384_1024_mul_2.c,2,2113665,45,0,7,27,52,32
s15_16384_1024_mul_3.c,2,2113665,45,0,7,27,52,32
s15_16384_1024_mul_4.c,2,2113665,45,0,7,27,52,32
s15_16384_1024_sub_0.c,2,2113665,45,0,7,27,52,32
s15_16384_1024_sub_1.c,2,2113665,45,0,7,27,52,32
s15_16384_1024_sub_2.c,2,2113665,45,0,7,27,52,32
s15_16384_1024_sub_3.c,2,2113665,45,0,7,27,52,32
s15_16384_1024_sub_4.c,2,2113665,45,0,7,27,52,32
s15_16384_128_add_0.c,2,16794625,45,0,7,27,52,32
s15_16384_128_add_1.c,2,16794625,45,0,7,27,52,32
s15_16384_128_add_2.c,2,16794625,45,0,7,27,52,32
s15_16384_128_add_3.c,2,16794625,45,0,7,27,52,32
s15_16384_128_add_4.c,2,16794625,45,0,7,27,52,32
s15_16384_128_mul_0.c,2,16794625,45,0,7,27,52,32
s15_16384_128_mul_1.c,2,16794625,45,0,7,27,52,32
